"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","url","categoryName"
"Alident Odontologia - Clínica Odontológica - Dentista no Centro","4.8","277","R. Comendador Araújo, 510","Curitiba","Paraná","BR","http://www.alident.com.br/","+55 41 3324-7272","Dentista","Clínica odontológica","Periodontia e implantes dentários","Cirurgião dentista","Ortodontista","Odontopediatra","Clínica de odontopediatria","Clínica para viajantes internacionais",,,"https://www.google.com/maps/search/?api=1&query=Alident%20Odontologia%20-%20Cl%C3%ADnica%20Odontol%C3%B3gica%20-%20Dentista%20no%20Centro&query_place_id=ChIJoZkOaXTk3JQR_QtK3rSxVyE","Dentista"
"Odonto XIS!","5","69","Rua Alcino Guanabara, 585","Curitiba","Paraná","BR","https://www.odontoxis.com.br/","+55 41 99503-1393","Dentista","Dentista cosmético","Clínica odontológica","Médico","Cirurgião dentista",,,,,,"https://www.google.com/maps/search/?api=1&query=Odonto%20XIS!&query_place_id=ChIJWVvsKdXk3JQRgfQF_q54TGQ","Dentista"
"Actual Consultório Odontológico","4.8","176","R. Frederico Maurer, 800 - sala 15","Curitiba","Paraná","BR",,"+55 41 3069-1729","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Actual%20Consult%C3%B3rio%20Odontol%C3%B3gico&query_place_id=ChIJq6pBj9Hk3JQRD40GF2-jLAg","Clínica odontológica"
"Clínica Odontológica Ameclin | Dentista no Sitio Cercado","4.9","94","R. São José dos Pinhais, 200 - Sobreloja - Sala 1","Curitiba","Paraná","BR",,"+55 41 3089-0902","Dentista","Clínica odontológica",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Odontol%C3%B3gica%20Ameclin%20%7C%20Dentista%20no%20Sitio%20Cercado&query_place_id=ChIJR8bF9iP73JQRt7Iqc6Kw_sk","Dentista"
"Dra. Nathalia Souza Arantes - Odontologia","5","35","R. Recife, 143 - Sala 02","Curitiba","Paraná","BR","https://www.nathaliasouzarantes.com.br/","+55 41 99861-5057","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Nathalia%20Souza%20Arantes%20-%20Odontologia&query_place_id=ChIJ_63IEa7l3JQRzwjFLqtj22w","Clínica odontológica"
"Clínica iDent","4.2","129","Av. Cândido de Abreu, 526 - loja 01","Curitiba","Paraná","BR","http://www.clinicaident.com.br/","+55 41 3888-9666","Clínica odontológica","Periodontia e implantes dentários","Ortodontista",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20iDent&query_place_id=ChIJM9SbQhHk3JQR01Md1t_tBO0","Clínica odontológica"
"Clinica Odontológica F. Vanelli","5","25","R. José Augusto dos Santos, 250","Curitiba","Paraná","BR","https://instagram.com/clinicafvanelli_odontologia","+55 41 99946-3262","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Clinica%20Odontol%C3%B3gica%20F.%20Vanelli&query_place_id=ChIJ6fxi5ffh3JQR_9SHDRVN9LM","Clínica odontológica"
"Oral Sul Saúde Bucal","4.9","61","R. Barão de Guaraúna, 792 A","Curitiba","Paraná","BR",,"+55 41 3015-6603","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Oral%20Sul%20Sa%C3%BAde%20Bucal&query_place_id=ChIJ8Z2EWiTk3JQRU45KrhYNndk","Clínica odontológica"
"Fernandes Odontologia - Dra. Maiza Fernandes","4.9","59","R. Flávio Dallegrave, 2270","Curitiba","Paraná","BR","https://www.instagram.com/dra.maizafernandes/","+55 41 99607-8875","Dentista","Clínica odontológica",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fernandes%20Odontologia%20-%20Dra.%20Maiza%20Fernandes&query_place_id=ChIJz4bGwSTl3JQR_5WQ55BAaUs","Dentista"
"Lumine Odonto / Reabilitação Estética & Clínica Geral","5","19","Av. Cândido de Abreu, 469 - cj 601","Curitiba","Paraná","BR",,"+55 41 99176-3558","Dentista","Clínica odontológica","Cirurgião dentista",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lumine%20Odonto%20%2F%20Reabilita%C3%A7%C3%A3o%20Est%C3%A9tica%20%26%20Cl%C3%ADnica%20Geral&query_place_id=ChIJe723_e7j3JQRwmEutWrTK8w","Dentista"
"Odontolus","4.9","192","Av. Silva Jardim, 2042 - sala 1304","Curitiba","Paraná","BR","https://odontolus.com.br/","+55 41 3342-9891","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontolus&query_place_id=ChIJlV1S6Xnk3JQR-gcutGVNCo8","Clínica odontológica"
"Clínica Ateliê Dental | Ateliê Facial","4.9","87","R. Gen. Mário Tourinho, 1805 - Sala 804 / 805","Curitiba","Paraná","BR","https://www.clinicaateliedental.com/","+55 41 3072-6994","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Ateli%C3%AA%20Dental%20%7C%20Ateli%C3%AA%20Facial&query_place_id=ChIJFRdXG-jj3JQRVv-OhDsgUD8","Clínica odontológica"
"Odontologia Novo Mundo - Implantes e Clínica Geral","4.8","70","Rua Eloy de Assis Fabris, 330","Curitiba","Paraná","BR",,"+55 41 99924-9492","Dentista","Clínica de Reabilitação",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odontologia%20Novo%20Mundo%20-%20Implantes%20e%20Cl%C3%ADnica%20Geral&query_place_id=ChIJ2Vm7eiDl3JQRu23KoEPhkuk","Dentista"
"Maria Cristina Clínica Odontológica","5","121","Rua Emiliano Perneta, 860 - Sala 1205","Curitiba","Paraná","BR","http://www.mariacristinaodontologia.com.br/","+55 41 3029-9920","Cirurgião dentista","Laboratório de odontologia",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Maria%20Cristina%20Cl%C3%ADnica%20Odontol%C3%B3gica&query_place_id=ChIJpSLQVHHk3JQRFLG2TEF6RIQ","Cirurgião dentista"
"Odonto Center Premium","4.9","127","Av. do Batel, 1102","Curitiba","Paraná","BR","https://odontocenterpremium.com.br/","+55 41 99518-1395","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Odonto%20Center%20Premium&query_place_id=ChIJF9CU9-nl3JQRQLFzuPUR4t0","Clínica odontológica"
"CIOP -Clínica de Imagem Odontológica Portão","5","721","Av. Rep. Argentina, 3021 - sala 1 - Piso L","Curitiba","Paraná","BR","https://imagemodontologicaportao.lanp.com.br/","+55 41 3029-3358","Radiologia odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=CIOP%20-Cl%C3%ADnica%20de%20Imagem%20Odontol%C3%B3gica%20Port%C3%A3o&query_place_id=ChIJKTsbFBXj3JQRGkdlYcLDz7g","Radiologia odontológica"
"Dentistas Comercial Odontológica","3.9","9","R. Des. Westphalen, 253","Curitiba","Paraná","BR","https://dentistas.curitiba.br/","+55 41 3026-3810","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dentistas%20Comercial%20Odontol%C3%B3gica&query_place_id=ChIJ6SB2gmvk3JQRLMK4D5-9znk","Cirurgião dentista"
"Clínica Odontológica Odontocin","4.9","83","R. José Gomes de Abreu, 889","Curitiba","Paraná","BR",,"+55 41 98411-3627","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Odontol%C3%B3gica%20Odontocin&query_place_id=ChIJjRWr5lb93JQR6wkMtB8mDcg","Clínica odontológica"
"Clínica Odontológica Oral Gold","4.7","84","Rua: Ourizona, 2645","Curitiba","Paraná","BR","http://oralgold.com.br/","+55 41 3079-8499","Dentista","Clínica odontológica","Cirurgião dentista",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Odontol%C3%B3gica%20Oral%20Gold&query_place_id=ChIJM0xdFV_73JQR3Z7rJRmNL04","Dentista"
"Castellano Clínica Odontológica","4","1","R. Cristóvão Colombo, 491","Curitiba","Paraná","BR",,"+55 41 3014-0197","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Castellano%20Cl%C3%ADnica%20Odontol%C3%B3gica&query_place_id=ChIJPRV-dXP83JQRHRowgoL7n-8","Clínica odontológica"
"ORTO CLINIC - IMPLANTES NO CIC","4.4","31","Rua Cidade Coronel de Freitas, 336","Curitiba","Paraná","BR","http://www.ortoclinicpr.com.br/","+55 41 98407-0536","Dentista","Esteticista","Dentista cosmético","Periodontia e implantes dentários","Cirurgião dentista","Ortodontista","Clínica ortopédica",,,,"https://www.google.com/maps/search/?api=1&query=ORTO%20CLINIC%20-%20IMPLANTES%20NO%20CIC&query_place_id=ChIJMZNpWxLi3JQR79Aq2wCyg34","Dentista"
"Consultório Odontológico Chemin","3.1","64","R. Izaac Ferreira da Cruz, 4490","Curitiba","Paraná","BR",,"+55 41 3378-7938","Clínica odontológica","Periodontia e implantes dentários","Endodontista","Policlínica","Odontopediatra",,,,,,"https://www.google.com/maps/search/?api=1&query=Consult%C3%B3rio%20Odontol%C3%B3gico%20Chemin&query_place_id=ChIJw04ooaP73JQRd4vEa9g9YnA","Clínica odontológica"
"Dental Family Clínica Odontológica","3.9","91","R. Pedro Gusso, 3472","Curitiba","Paraná","BR","https://linkr.bio/dentalfamily","+55 41 3248-7148","Dentista","Clínica odontológica",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dental%20Family%20Cl%C3%ADnica%20Odontol%C3%B3gica&query_place_id=ChIJ_eMHpdX83JQRKZ1rVpmyGFg","Dentista"
"Clínica de Odontologia PUCPR","4.6","46","80215, R. Imac. Conceição, 1155 - 901","Curitiba","PR","BR","https://www.pucpr.br/escola-de-medicina-e-ciencias-da-vida/servicos/clinica-de-odontologia/","+55 41 98467-7169","Faculdade de Odontologia",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20de%20Odontologia%20PUCPR&query_place_id=ChIJ0SS0Hfvk3JQRkilzkhjcvtE","Faculdade de Odontologia"
"Passaia Instituto Odontológico","4.2","270","R. Izaac Ferreira da Cruz, 4210","Curitiba","Paraná","BR",,"+55 41 3501-6664","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Passaia%20Instituto%20Odontol%C3%B3gico&query_place_id=ChIJWVNyKhr73JQRU0pye7L8vWw","Clínica odontológica"
"B e C Dental Clínica Odontológica","5","105","R. Primeiro de Maio, 1191","Curitiba","Paraná","BR","https://www.facebook.com/drbalids","+55 41 99758-5181","Cirurgião dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=B%20e%20C%20Dental%20Cl%C3%ADnica%20Odontol%C3%B3gica&query_place_id=ChIJbUaCs-rh3JQRWvgUdtFJauk","Cirurgião dentista"
"Clínica Odontológica Água Verde","5","6","R. Silveira Neto, 40","Curitiba","Paraná","BR","https://www.instagram.com/drwillianscomparin/","+55 41 99770-4436","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Odontol%C3%B3gica%20%C3%81gua%20Verde&query_place_id=ChIJE6Qa3-jl3JQRUrDQFBTm2O8","Clínica odontológica"
"Clínica Odontológica Ana Stoco","5","4","R. Fernandes de Barros, 742","Curitiba","Paraná","BR",,"+55 41 3015-2229","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Odontol%C3%B3gica%20Ana%20Stoco&query_place_id=ChIJQUYWQ8Pl3JQRM0HYzszIWCQ","Clínica odontológica"
"Essencial Dental Concept","4.8","39","Av. Anita Garibaldi, 850 - sala 311B","Curitiba","Paraná","BR",,"+55 41 99504-5015","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Essencial%20Dental%20Concept&query_place_id=ChIJhd2VOKjl3JQRZG1B4jTnQCg","Clínica odontológica"
"Clínica Odontológica Itupava","5","1","R. Itupava, 1590","Curitiba","Paraná","BR",,"+55 41 3362-2404","Clínica odontológica","Dentista",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Odontol%C3%B3gica%20Itupava&query_place_id=ChIJ880awUrk3JQRvZO4gs4MfV0","Clínica odontológica"
"Clínica Voss","4.9","28","R. Machado de Assis, 330","Curitiba","Paraná","BR","https://clinicavoss.com.br/","+55 41 99249-1402","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Voss&query_place_id=ChIJP0hU1yDj3JQR_4cKNI4dolg","Clínica odontológica"
"Pró Dental Clínica Odontológica - Implantes Dentários e Periodontia Curitiba/PR","4.8","20","R. Heitor Stockler de França, 396 - Conjunto 1501","Curitiba","Paraná","BR","http://prodentalclinicaodonto.com.br/","+55 41 3352-8300","Periodontia e implantes dentários","Clínica odontológica","Clínica de implante dentário","Dentista","Endodontista","Cirurgião dentista","Ortodontista","Periodontista",,,"https://www.google.com/maps/search/?api=1&query=Pr%C3%B3%20Dental%20Cl%C3%ADnica%20Odontol%C3%B3gica%20-%20Implantes%20Dent%C3%A1rios%20e%20Periodontia%20Curitiba%2FPR&query_place_id=ChIJC6kl_Rnk3JQRVWuOsMsqKsw","Periodontia e implantes dentários"
"Dra. Liriènne Brenny - Clínica Odontológica em curitiba","5","6","R. Mateus Leme, 5741","Curitiba","Paraná","BR","https://www.instagram.com/dra.liriennebrenny/","+55 41 99936-8256","Cirurgião dentista","Clínica odontológica","Dentista",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dra.%20Liri%C3%A8nne%20Brenny%20-%20Cl%C3%ADnica%20Odontol%C3%B3gica%20em%20curitiba&query_place_id=ChIJ78i_7hLn3JQRqwzO4EMrN6s","Cirurgião dentista"
"Favident clínica odontológica","4.4","36","R. Alcides Munhoz, 520 B","Curitiba","Paraná","BR",,"+55 41 98761-3888","Dentista",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Favident%20cl%C3%ADnica%20odontol%C3%B3gica&query_place_id=ChIJxdtkVPzj3JQRpdR4uVmtDVU","Dentista"
"Clinica Odontologica - Dr. Darlan Rigo Jr","5","5","R. Saturnino Miranda, 430","Curitiba","Paraná","BR",,"+55 41 99953-1112","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Clinica%20Odontologica%20-%20Dr.%20Darlan%20Rigo%20Jr&query_place_id=ChIJ86YGxS_h3JQRoNyzXI2n76E","Clínica odontológica"
"Clínica Odontológica",,,"R. Barão de Guaraúna, 465","Curitiba","Paraná","BR",,"+55 41 99222-2234","Clínica odontológica",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Odontol%C3%B3gica&query_place_id=ChIJ__lZHCzl3JQRSkGA92QdYy8","Clínica odontológica"
